endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2018-12-31,57884000,,729516000,,582489000,197559000,1022835000,767392000,767392000,,-114845000,,,,147027000,1214969000,447577000,192134000,-37876000,,582489000,582489000,2128,VRSN,yearly
2017-12-31,52342000,,599012000,,457248000,211705000,971769000,707722000,707722000,,-136336000,,,,141764000,1165095000,457373000,193326000,-108710000,,457248000,457248000,2128,VRSN,yearly
2020-12-31,,,8095000000,4647000000,6427000000,5943000000,14502000000,8559000000,8559000000,,-1098000000,,,,1774000000,122485000000,113926000000,107983000000,-464000000,,6321000000,6247000000,2140,GM,yearly
2019-12-31,,,7436000000,4165000000,6732000000,7559000000,14478000000,6919000000,6919000000,,-782000000,,,,769000000,137237000000,130318000000,122759000000,517000000,,6667000000,6581000000,2140,GM,yearly
2018-12-31,,,8549000000,3917000000,8014000000,7985000000,14278000000,6293000000,6293000000,,-655000000,,,,474000000,147049000000,140756000000,132771000000,2256000000,-70000000.0,8075000000,7916000000,2140,GM,yearly
2017-12-31,,,11863000000,1199000000,-3864000000,8254000000,18404000000,10150000000,10150000000,,-575000000,,,,11533000000,145588000000,135438000000,127184000000,1713000000,-4212000000.0,330000000,-3880000000,2140,GM,yearly
2020-12-31,906000000,,2338000000,927000000,1789000000,2060000000,4894000000,1912000000,1912000000,16000000,-100000000,,,,527000000,19811000000,17899000000,14917000000,426000000,,1811000000,1789000000,2206,CMI,yearly
2019-12-31,1001000000,,2834000000,958000000,2260000000,2383000000,5980000000,2584000000,2584000000,12000000,-109000000,,,,566000000,23571000000,20987000000,17591000000,250000000,,2268000000,2260000000,2206,CMI,yearly
2018-12-31,902000000,,2753000000,911000000,2141000000,2437000000,5737000000,2392000000,2392000000,6000000,-114000000,,,,566000000,23771000000,21379000000,18034000000,361000000,,2187000000,2141000000,2206,CMI,yearly
2017-12-31,754000000,,2365000000,905000000,999000000,2429000000,5100000000,1977000000,1977000000,-60000000,-81000000,,,,1371000000,20428000000,18451000000,15328000000,388000000,,994000000,999000000,2206,CMI,yearly
2020-12-31,,,585349000,,514151000,41118000,656303000,615185000,615185000,,-36323000,,,,71198000,9591627000,8976442000,8935324000,-29836000,,514151000,514151000,2231,RE,yearly
2019-12-31,,,1098987000,,1009461000,32966000,1175445000,1142479000,1142479000,,-31693000,,,,89526000,8242968000,7100489000,7067523000,-43492000,,1009461000,998182000,2231,RE,yearly
2018-12-31,,,-242182000,,89041000,30672000,-160403000,-191075000,-191075000,,-31031000,,,,-331223000,7381571000,7572646000,7541974000,-51107000,,89041000,88239000,2231,RE,yearly
2017-12-31,,,419411000,,482751000,25923000,491800000,465877000,465877000,,-31603000,,,,-63340000,6637161000,6171284000,6145361000,-46466000,,482751000,477771000,2231,RE,yearly
2020-12-31,,,443900000,,344900000,666800000,1108200000,441400000,441400000,,-7300000,,,,99000000,2895300000,2453900000,1787100000,2500000,,344900000,344900000,2265,AOS,yearly
2019-12-31,,,472100000,,370000000,721000000,1180700000,459700000,459700000,,-11000000,,,,102100000,2992700000,2533000000,1812000000,12400000,,370000000,370000000,2265,AOS,yearly
2018-12-31,,,557800000,,444200000,755200000,1305500000,550300000,550300000,,-8400000,,,,113600000,3187900000,2637600000,1882400000,7500000,,444200000,444200000,2265,AOS,yearly
2017-12-31,,,520800000,,296500000,723700000,1232400000,508700000,508700000,,-10100000,,,,224300000,2996700000,2488000000,1764300000,12100000,,296500000,296500000,2265,AOS,yearly
2021-01-03,609000000,,856000000,,656000000,949000000,2231000000,645000000,645000000,,-49000000,,,,200000000,3239000000,2594000000,1008000000,211000000,,656000000,656000000,2273,ILMN,yearly
2019-12-29,575000000,,1118000000,,1002000000,864000000,2501000000,1028000000,1028000000,,-52000000,,,,128000000,3543000000,2515000000,1042000000,90000000,,990000000,1002000000,2273,ILMN,yearly
2018-12-30,568000000,,894000000,148000000.0,826000000,849000000,2335000000,883000000,883000000,,-57000000,,,,112000000,3333000000,2450000000,998000000,11000000,,782000000,826000000,2273,ILMN,yearly
2017-12-31,500000000,,1043000000,220000000.0,726000000,720000000,1883000000,624000000,624000000,,-37000000,,,,365000000,2752000000,2128000000,869000000,419000000,,678000000,725000000,2273,ILMN,yearly
2020-05-31,,,1043100000,74600000,840100000,1288400000,3102800000,1814400000,1814400000,,-490200000,,,,201300000,11054400000,9240000000,7951600000,-771300000,,841800000,840100000,2276,CAG,yearly
2019-05-26,,,899100000,79100000,678300000,1083700000,2706000000,1622300000,1622300000,,-386300000,,,,218800000,9538400000,7916100000,6832400000,-723200000,-1900000.0,680300000,678300000,2276,CAG,yearly
2018-05-27,,,972100000,80400000,808400000,1082000000,2351500000,1269500000,1269500000,,-162500000,,,,174600000,7938300000,6668800000,5586800000,-297400000,14300000.0,797500000,808400000,2276,CAG,yearly
2017-05-28,,,800700000,87000000,639300000,1046300000,2361000000,1314700000,1314700000,,-199200000,,,,254700000,7826900000,6512200000,5465900000,-514000000,102000000.0,546000000,638500000,2276,CAG,yearly
2020-12-31,,,-1511479000,4741724000,-1032724000,2582481000,1709371000,-2083750000,-2083750000,,-676380000,,,,-191572000,4917133000,7000883000,3207762000,572271000,,-1319907000,-1032724000,2290,MGM,yearly
2019-12-31,,,2846725000,5040700000,2049146000,2565859000,5296183000,1418500000,1418500000,,-847932000,,,,632345000,12462785000,11044285000,7166602000,1428225000,,2214380000,2046433000,2290,MGM,yearly
2018-12-31,,,634006000,4059758000,466772000,2183842000,4844221000,1330943000,1330943000,,-769513000,,,,50112000,11337604000,10006661000,6493383000,-696937000,,583894000,445446000,2290,MGM,yearly
2017-12-31,,,960790000,4113841000,1952052000,1988447000,4604357000,1575955000,1575955000,-72000000.0,-668745000,,,,-1127394000,10395437000,8819482000,5791080000,-615165000,,2088184000,1933689000,2290,MGM,yearly
2020-09-30,,,746796000,,601443000,3189000,1532682000,820910000,820910000,278755000,-84474000,,,,145353000,2821137000,2000227000,1288455000,-74114000,,601443000,600999000,2299,ATO,yearly
2019-09-30,,,650309000,,511406000,-3016000,1412703000,749074000,749074000,275189000,-103153000,,,,138903000,2901848000,2152774000,1489145000,-98765000,,511406000,510990000,2299,ATO,yearly
2018-09-30,,,611144000,,603064000,5770000,1352903000,722164000,722164000,263886000,-106646000,,,,8080000,3115546000,2393382000,1762643000,-111020000,,603064000,602484000,2299,ATO,yearly
2017-09-30,,,604094000,,396421000,8469000,1295483000,727159000,727159000,240407000,-120182000,,,,221383000,2759735000,2032576000,1464252000,-123065000,13710000.0,382711000,395934000,2299,ATO,yearly
2020-12-31,,,1082309000,,872439000,538109000,1587214000,1049105000,1049105000,,-86062000,,,,209870000,4540029000,3490924000,2952815000,33204000,,872439000,872439000,2302,AME,yearly
2019-12-31,,,1069748000,,861297000,643680000,1787660000,1143980000,1143980000,,-88481000,,,,208451000,5158557000,4014577000,3370897000,-74232000,,861297000,861297000,2302,AME,yearly
2018-12-31,,,987745000,,777933000,597433000,1659562000,1062129000,1062129000,,-82180000,,,,209812000,4845872000,3783743000,3186310000,-74384000,,777933000,777933000,2302,AME,yearly
2017-12-31,,,796729000,,681470000,553853000,1438800000,884947000,884947000,,-98029000,,,,115259000,4300170000,3415223000,2861370000,-88218000,,681470000,681470000,2302,AME,yearly
2020-09-26,222500000,,1001900000,2100000,1115200000,843500000,2513300000,1157300000,1157300000,-2900000,-116500000,,,,-108600000,3776400000,2619100000,1263100000,-155400000,,1110500000,1115200000,2317,HOLX,yearly
2019-09-28,232200000,,-257700000,2100000,-203600000,886700000,2075200000,585800000,585800000,-2900000,-140800000,,,,-54100000,3367300000,2781500000,1292100000,-843500000,,-203600000,-203600000,2317,HOLX,yearly
2018-09-29,218700000,,-418600000,2100000,-111300000,914700000,2016100000,508000000,508000000,-4000000,-148700000,,,,-307300000,3217900000,2709900000,1201800000,-926600000,,-111300000,-111300000,2317,HOLX,yearly
2017-09-30,232800000,,1230500000,2100000,755500000,818700000,1957400000,546300000,546300000,-4000000,-153200000,,,,475000000,3058800000,2512500000,1101400000,684200000,,755500000,755500000,2317,HOLX,yearly
2020-12-31,,,2096000000,,1392000000,3077000000,6060000000,2431000000,2431000000,,-24000000,,,,704000000,16652000000,14221000000,10592000000,-335000000,,1392000000,1392000000,2349,CTSH,yearly
2019-12-31,,,2485000000,,1842000000,2851000000,6174000000,2816000000,2816000000,,-26000000,,,,643000000,16783000000,13967000000,10609000000,-331000000,,1842000000,1842000000,2349,CTSH,yearly
2018-12-31,,,2799000000,,2101000000,3007000000,6287000000,2820000000,2820000000,,-27000000,,,,698000000,16125000000,13305000000,9838000000,-21000000,,2101000000,2101000000,2349,CTSH,yearly
2017-12-31,,,2657000000,,1504000000,2697000000,5658000000,2553000000,2553000000,,-23000000,,,,1153000000,14810000000,12257000000,9152000000,104000000,,1504000000,1504000000,2349,CTSH,yearly
2020-12-31,,,2413000000,8416000000,2919000000,-200000000,10707000000,5146000000,5146000000,1709000000,-1950000000,,,,44000000,17997000000,12851000000,7290000000,-2733000000,,2369000000,2919000000,2359,NEE,yearly
2019-12-31,,,3836000000,4842000000,3769000000,-185000000,11201000000,5366000000,5366000000,1804000000,-2249000000,,,,448000000,19204000000,13838000000,8003000000,-1530000000,,3388000000,3769000000,2359,NEE,yearly
2018-12-31,,,7352000000,3737000000,6638000000,-168000000,9665000000,4371000000,4371000000,1551000000,-1498000000,,,,1576000000,16727000000,12356000000,7062000000,2981000000,,5776000000,6638000000,2359,NEE,yearly
2017-12-31,,,4663000000,1295000000,5380000000,-151000000,9644000000,5983000000,5983000000,1455000000,-1558000000,,,,-660000000,17173000000,11190000000,7529000000,-1320000000,,5323000000,5380000000,2359,NEE,yearly
2020-12-31,,,628331000,,506421000,496122000,1169390000,673268000,673268000,,-49100000,,,,121910000,16207106000,15533838000,15037716000,-44937000,,506421000,506421000,2366,CHRW,yearly
2019-12-31,,,742257000,,576968000,497806000,1287782000,789976000,789976000,,-43519000,,,,165289000,15309508000,14519532000,14021726000,-47719000,,576968000,576968000,2366,CHRW,yearly
2018-12-31,,,880273000,,664505000,449610000,1361693000,912083000,912083000,,-31810000,,,,215768000,16631172000,15719089000,15269479000,-31810000,,664505000,664505000,2366,CHRW,yearly
2017-12-31,,,728463000,,504893000,413404000,1188523000,775119000,775119000,,-37256000,,,,223570000,14869380000,14094261000,13680857000,-46656000,,504893000,504893000,2366,CHRW,yearly
2020-07-31,,,800839000,,699907000,191703000,1007802000,816099000,816099000,,-20230000,,,,100932000,2205583000,1389484000,1197781000,-15260000,,699907000,699907000,2391,CPRT,yearly
2019-07-31,,,704951000,,591693000,181867000,898342000,716475000,716475000,,-19810000,,,,113258000,2041957000,1325482000,1143615000,-11524000,,591693000,591693000,2391,CPRT,yearly
2018-07-31,,,562511000,,417867000,176890000,762366000,585476000,585476000,,-20368000,,,,144504000,1805695000,1220219000,1043329000,-22965000,,418007000,417867000,2391,CPRT,yearly
2017-07-31,,,440100000,534000.0,394227000,181064000,661728000,480664000,480664000,,-23779000,,,,45839000,1447981000,967317000,786253000,-40564000,,394261000,394227000,2391,CPRT,yearly
2020-09-30,,,1017900000,1401200000,798900000,773800000,2240100000,1412300000,1412300000,,-33400000,,,,230800000,5566500000,4154200000,3326400000,-394400000,,787100000,783600000,2409,BEN,yearly
2019-09-30,,,1647800000,1464400000,1195700000,746900000,2384300000,1622700000,1622700000,,-22400000,,,,442300000,5669400000,4046700000,3285100000,25100000,,1205500000,1184800000,2409,BEN,yearly
2018-09-30,,,2215200000,1352300000,764400000,717200000,2782100000,2063100000,2063100000,,-46300000,,,,1472500000,6204500000,4141400000,3422400000,152100000,,742700000,746800000,2409,BEN,yearly
2017-09-30,,,2549100000,2257700000,1696700000,653700000,2927600000,2273900000,2273900000,,-51500000,,,,759400000,6392200000,4118300000,3464600000,275200000,,1789700000,1684300000,2409,BEN,yearly
2020-12-31,446100000,,1209300000,,949700000,1665800000,3543000000,1431100000,1431100000,,-218900000,,,,259600000,5527100000,4096000000,1984100000,-221800000,,949700000,949700000,2437,ROP,yearly
2019-12-31,403500000,,2227400000,,1767900000,1511600000,3427100000,1512000000,1512000000,,-186600000,,,,459500000,5366800000,3854800000,1939700000,715400000,,1767900000,1767900000,2437,ROP,yearly
2018-12-31,376900000,,1198400000,,944400000,1506200000,3279500000,1396400000,1396400000,,-182100000,,,,254000000,5191200000,3794800000,1911700000,-198000000,,944400000,944400000,2437,ROP,yearly
2017-12-31,376900000,,1034700000,,971800000,1654600000,2864800000,1210200000,1210200000,,-180600000,,,,62900000,4607500000,3397300000,1742700000,-175500000,,971800000,971800000,2437,ROP,yearly
2020-06-30,,,-3772000000,3000000,-3696000000,4572000000,6868000000,1779000000,1779000000,,-238000000,,,,-79000000,152922000000,151143000000,146054000000,-5551000000,,-3693000000,-3696000000,2448,CAH,yearly
2019-06-30,,,1751000000,2000000,1363000000,4480000000,6834000000,1808000000,1808000000,,-294000000,,,,386000000,145534000000,143726000000,138700000000,-57000000,,1365000000,1363000000,2448,CAH,yearly
2018-06-30,,,-228000000,12000000,256000000,4596000000,7181000000,1985000000,1985000000,,-329000000,,,,-487000000,136809000000,134824000000,129628000000,-2213000000,,259000000,256000000,2448,CAH,yearly
2017-06-30,,,1924000000,138000000,1288000000,3775000000,6544000000,2291000000,2291000000,,-201000000,,,,630000000,129976000000,127685000000,123432000000,-367000000,,1294000000,1288000000,2448,CAH,yearly
2020-10-03,,,2664000000,132000000,2061000000,2167000000,5901000000,3734000000,3734000000,,-485000000,,,,593000000,43185000000,39451000000,37284000000,-1070000000,,2071000000,2061000000,2473,TSN,yearly
2019-09-28,,,2374000000,144000000,1980000000,2222000000,5094000000,2872000000,2872000000,,-462000000,,,,381000000,42405000000,39533000000,37311000000,-498000000,,1993000000,1980000000,2473,TSN,yearly
2018-09-29,,,2682000000,8000000,2970000000,2045000000,5197000000,3152000000,3152000000,,-350000000,,,,-291000000,40052000000,36900000000,34855000000,-470000000,,2973000000,2970000000,2473,TSN,yearly
2017-09-30,,,2628000000,18000000,1774000000,2008000000,5141000000,3133000000,3133000000,,-279000000,,,,850000000,38260000000,35127000000,33119000000,-505000000,,1778000000,1774000000,2473,TSN,yearly
2021-01-03,,,555130000,,491296000,406613000,1132255000,725642000,725642000,,-172166000,,,,63834000,4117411000,3391769000,2985156000,-170512000,,491296000,491296000,2496,DPZ,yearly
2019-12-29,,,482637000,,400709000,380793000,1011700000,630907000,630907000,,-150818000,,,,81928000,3618774000,2987867000,2607074000,-148270000,,400709000,400709000,2496,DPZ,yearly
2018-12-30,,,428678000,,361972000,371964000,944153000,572189000,572189000,,-146345000,,,,66706000,3432867000,2860678000,2488714000,-143511000,,361972000,361972000,2496,DPZ,yearly
2017-12-31,,,400153000,,277905000,344159000,865991000,521832000,521832000,,-122541000,,,,122248000,2787979000,2266147000,1921988000,-121679000,,277905000,277905000,2496,DPZ,yearly
2021-01-30,,,2377000000,,1798000000,7928000000,10596000000,2668000000,2668000000,,-52000000,,,,579000000,47262000000,44594000000,36666000000,-291000000,,1798000000,1798000000,2507,BBY,yearly
2020-02-01,,,1993000000,,1541000000,7923000000,10048000000,2053000000,2053000000,,-64000000,,,,452000000,43638000000,41585000000,33590000000,-60000000,,1541000000,1541000000,2507,BBY,yearly
2019-02-02,,,1888000000,,1464000000,7979000000,9961000000,1959000000,1959000000,,-73000000,,,,424000000,42879000000,40920000000,32918000000,-67000000,,1464000000,1464000000,2507,BBY,yearly
2018-02-03,,,1817000000,,1000000000,8023000000,9876000000,1853000000,1853000000,,-75000000,,,,818000000,42151000000,40298000000,32275000000,-39000000,1000000.0,999000000,1000000000,2507,BBY,yearly
2020-12-31,,,3738000000,,3167000000,2113000000,6325000000,4212000000,4212000000,,-489000000,,,,571000000,37925000000,33713000000,31600000000,-474000000,,3167000000,3167000000,2538,GD,yearly
2019-12-31,,,4202000000,,3484000000,2430000000,6987000000,4557000000,4557000000,,-472000000,,,,718000000,39350000000,34793000000,32363000000,-355000000,,3484000000,3484000000,2538,GD,yearly
2018-12-31,,,4085000000,,3345000000,2253000000,6657000000,4404000000,4404000000,,-374000000,,,,727000000,36193000000,31789000000,29536000000,-319000000,-13000000.0,3358000000,3345000000,2538,GD,yearly
2017-12-31,,,4077000000,,2912000000,2065000000,6242000000,4177000000,4177000000,,-117000000,,,,1165000000,30973000000,26796000000,24731000000,-100000000,-13000000.0,2912000000,2912000000,2538,GD,yearly
2021-01-30,,,1092318000,,844450000,2939932000,4880451000,1940519000,1940519000,,-438462000,,,,247868000,11846891000,9906372000,6966440000,-848201000,,844450000,844450000,2566,LB,yearly
2020-02-01,,,-181000000,4000000.0,-366000000,4306000000,5547000000,1241000000,1241000000,,-378000000,,,,185000000,12914000000,11673000000,7367000000,-1422000000,,-366000000,-366000000,2566,LB,yearly
