endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2020-09-30,580000000,,1421000000,209000000,1232000000,2350000000,4887000000,1447000000,1447000000,,-137000000,,,,189000000,8853000000,7406000000,3966000000,-26000000,4000000,1232000000,1226000000,1092,ABT,quarterly
2020-06-30,564000000,,526000000,220000000,537000000,2221000000,4065000000,727000000,727000000,,-134000000,,,,-11000000,7328000000,6601000000,3263000000,-201000000,4000000,537000000,534000000,1092,ABT,quarterly
2020-03-31,576000000,,633000000,209000000,564000000,2474000000,4449000000,838000000,838000000,,-139000000,,,,89000000,7726000000,6888000000,3277000000,-205000000,20000000,544000000,561000000,1092,ABT,quarterly
2020-12-31,,,523750000,,438111000,279757000,811261000,528796000,528796000,2708000,-226000,,,,85639000,3192364000,2663568000,2381103000,-5046000,,438111000,434234000,1120,PHM,quarterly
2020-09-30,,,484167000,,416398000,271257000,759963000,484913000,484913000,3793000,-225000,,,,67769000,2954957000,2470044000,2194994000,-746000,,416398000,413011000,1120,PHM,quarterly
2020-06-30,,,457009000,,348620000,186558000,659295000,471102000,471102000,1635000,-3000000,,,,108389000,2593781000,2122679000,1934486000,-14093000,,348620000,345753000,1120,PHM,quarterly
2020-03-31,,,263769000,,203711000,263669000,555599000,290111000,290111000,1819000,-797000,,,,60058000,2294980000,2004869000,1739381000,-26342000,,203711000,201901000,1120,PHM,quarterly
2020-12-31,,,333000000,999000000,300000000,1459000000,1975000000,516000000,516000000,,-174000000,,,,20000000,3832000000,3316000000,1857000000,-183000000,,313000000,300000000,1125,FISV,quarterly
2020-09-30,,,400000000,997000000,264000000,1408000000,1953000000,545000000,545000000,,-176000000,,,,124000000,3786000000,3241000000,1833000000,-145000000,,276000000,264000000,1125,FISV,quarterly
2020-06-30,,,-18000000,1703000000,2000000,1337000000,1578000000,241000000,241000000,,-176000000,,,,-27000000,3465000000,3224000000,1887000000,-259000000,,9000000,2000000,1125,FISV,quarterly
2020-03-31,,,456000000,1703000000,392000000,1404000000,1602000000,198000000,198000000,,-189000000,,,,79000000,3769000000,3571000000,2167000000,258000000,,377000000,392000000,1125,FISV,quarterly
2020-10-31,,,1298000000,,1014000000,4644000000,7123000000,1938000000,1938000000,,-120000000,,,,284000000,22632000000,20694000000,15509000000,-640000000,,1014000000,1014000000,1145,TGT,quarterly
2020-08-01,,,2189000000,,1690000000,4433000000,7302000000,2327000000,2327000000,,-122000000,,,,499000000,22975000000,20648000000,15673000000,-138000000,,1690000000,1690000000,1145,TGT,quarterly
2020-05-02,,,329000000,,284000000,4023000000,5321000000,721000000,721000000,,-117000000,,,,45000000,19615000000,18894000000,14294000000,-392000000,,284000000,284000000,1145,TGT,quarterly
2020-02-01,,,1051000000,,834000000,4492000000,6343000000,1211000000,1211000000,,-108000000,,,,218000000,23399000000,22188000000,17056000000,-160000000,1000000.0,833000000,834000000,1145,TGT,quarterly
2020-12-31,,,158000000,8000000,148000000,,1373000000,189000000,189000000,1184000000,-21000000,,,,10000000,1373000000,1184000000,0,-31000000,,148000000,148000000,1157,XYL,quarterly
2020-09-30,45000000.0,,50000000,8000000,37000000,269000000.0,461000000,147000000,147000000,1184000000,-22000000,,,,13000000,1220000000,1073000000,759000000,-97000000,,37000000,37000000,1157,XYL,quarterly
2020-06-30,44000000.0,,35000000,9000000,31000000,291000000.0,434000000,99000000,99000000,1184000000,-18000000,,,,4000000,1160000000,1061000000,726000000,-64000000,,31000000,31000000,1157,XYL,quarterly
2020-03-31,49000000.0,,42000000,9000000,38000000,300000000.0,409000000,60000000,60000000,1184000000,-16000000,,,,4000000,1123000000,1063000000,714000000,-18000000,,38000000,38000000,1157,XYL,quarterly
2020-12-31,,,168102000,,149850000,167228000,334812000,167584000,167584000,,-428000,,,,18252000,789509000,621925000,454697000,518000,,149850000,149850000,1185,INCY,quarterly
2020-09-30,,,-3508000,,-15203000,121025000,133223000,12198000,12198000,,-544000,,,,11695000,620643000,608445000,487420000,-15706000,,-15203000,-15203000,1185,INCY,quarterly
2020-06-30,,,307264000,,290298000,118234000,354825000,236591000,236591000,,-600000,,,,16966000,688043000,451452000,333218000,70673000,,290298000,290298000,1185,INCY,quarterly
2020-03-31,,,-704076000,,-720642000,111385000,-546229000,-657614000,-657614000,,-602000,,,,16566000,568507000,1226121000,1114736000,-46462000,,-720642000,-720642000,1185,INCY,quarterly
2020-12-31,,,245000000,,-165000000,712000000,747000000,-79000000,-79000000,,-98000000,,,,410000000,1238000000,1317000000,491000000,324000000,,-165000000,-165000000,1196,BKNG,quarterly
2020-09-30,,,835000000,,801000000,1079000000,2123000000,929000000,929000000,,-98000000,,,,34000000,2640000000,1711000000,517000000,-94000000,,801000000,801000000,1196,BKNG,quarterly
2020-06-30,,,209000000,,122000000,516000000,178000000,-450000000,-450000000,,-96000000,,,,87000000,630000000,1080000000,452000000,659000000,,122000000,122000000,1196,BKNG,quarterly
2020-03-31,,,-722000000,,-699000000,1507000000,1804000000,180000000,180000000,,-64000000,,,,-23000000,2288000000,2108000000,484000000,-902000000,,-699000000,-699000000,1196,BKNG,quarterly
2021-01-02,,,46000000,13987000000,17000000,2950000000,4474000000,226000000,226000000,,-404000000,,,,16000000,16249000000,16023000000,11775000000,-180000000,-12000000,30000000,17000000,1226,DIS,quarterly
2020-10-03,,,-580000000,13929000000,-710000000,2250000000,3694000000,109000000,109000000,,-1058000000,,,,49000000,14707000000,14598000000,11013000000,-689000000,-12000000,-629000000,-710000000,1226,DIS,quarterly
2020-06-27,,,-4840000000,13759000000,-4721000000,2452000000,3883000000,54000000,54000000,,-456000000,,,,-331000000,11779000000,11725000000,7896000000,-4894000000,-3000000,-4509000000,-4721000000,1226,DIS,quarterly
2020-03-28,,,1045000000,13566000000,460000000,3397000000,6089000000,1357000000,1357000000,,-365000000,,,,522000000,18044000000,16687000000,11955000000,-312000000,-3000000,523000000,460000000,1226,DIS,quarterly
2020-12-31,,,400000000,194000000,314000000,352000000,881000000,472000000,472000000,,-15000000,,,,86000000,1290000000,818000000,409000000,-72000000,,314000000,314000000,1231,MCO,quarterly
2020-09-30,,,599000000,196000000,467000000,272000000,992000000,664000000,664000000,,-51000000,,,,132000000,1356000000,692000000,364000000,-65000000,,467000000,467000000,1231,MCO,quarterly
2020-06-30,,,666000000,196000000,509000000,308000000,1073000000,707000000,707000000,,-58000000,,,,157000000,1435000000,728000000,362000000,-41000000,,509000000,509000000,1231,MCO,quarterly
2020-03-31,,,564000000,6000000,488000000,303000000,950000000,598000000,598000000,,-39000000,,,,77000000,1290000000,692000000,340000000,-34000000,,487000000,488000000,1231,MCO,quarterly
2020-10-31,484000000,,125000000,47000000,157000000,1126000000,2233000000,529000000,529000000,15000000,-178000000,,,,-32000000,7208000000,6679000000,4975000000,-404000000,,157000000,157000000,1244,HPE,quarterly
2020-07-31,455000000,,-34000000,51000000,9000000,1103000000,2067000000,384000000,384000000,30000000,-178000000,,,,-43000000,6816000000,6432000000,4749000000,-418000000,,9000000,9000000,1244,HPE,quarterly
2020-04-30,450000000,,-911000000,48000000,-821000000,1073000000,1921000000,278000000,278000000,35000000,-341000000,,,,-90000000,6009000000,5731000000,4088000000,-1189000000,,-821000000,-821000000,1244,HPE,quarterly
2020-01-31,485000000,,378000000,54000000,333000000,1181000000,2302000000,495000000,495000000,21000000,-5000000,,,,45000000,6949000000,6454000000,4647000000,-117000000,,333000000,333000000,1244,HPE,quarterly
2020-12-31,25073000,,36601000,,24367000,119201000,194820000,36247000,36247000,,,,,,12234000,220947000,184700000,26127000,354000,,24367000,24367000,1274,PAYC,quarterly
2020-09-30,21772000,,34282000,,27482000,102662000,172254000,34036000,34036000,,88000.0,,,,6800000,196532000,162496000,24278000,246000,,27482000,27482000,1274,PAYC,quarterly
2020-06-30,21778000,,26735000,,28589000,96901000,158330000,26576000,26576000,,-103000.0,,,,-1854000,181587000,155011000,23257000,159000,,28589000,28576000,1274,PAYC,quarterly
2020-03-31,21621000,,88318000,,63015000,95152000,218252000,89264000,89264000,,-1616000.0,,,,25303000,242368000,153104000,24116000,-946000,,63015000,62988000,1274,PAYC,quarterly
2020-12-31,,,346000000,943000000,231000000,716000000,1216000000,333000000,333000000,,-12000000,,,,85000000,2414000000,2081000000,1198000000,13000000,,261000000,231000000,1275,NWSA,quarterly
2020-09-30,,,72000000,815000000,34000000,683000000,953000000,106000000,106000000,,-8000000,,,,25000000,2117000000,2011000000,1164000000,-34000000,,47000000,34000000,1275,NWSA,quarterly
2020-06-30,,,-401000000,807000000,-397000000,757000000,950000000,33000000,33000000,,-12000000,,,,0,1923000000,1890000000,973000000,-434000000,,-401000000,-397000000,1275,NWSA,quarterly
2020-03-31,,,-1046000000,736000000,-730000000,742000000,988000000,86000000,86000000,,-9000000,,,,-10000000,2266000000,2180000000,1278000000,-1132000000,,-1036000000,-730000000,1275,NWSA,quarterly
2020-12-26,,,81120000,35958000,67289000,1909429000,2098458000,189029000,189029000,,-146498000,,,,13831000,11558982000,11369953000,9460524000,-107909000,,67289000,67289000,1282,SYY,quarterly
2020-09-26,,,258738000,33977000,216900000,1784838000,2219845000,435007000,435007000,,-146717000,,,,41838000,11777379000,11342372000,9557534000,-176269000,,216900000,216900000,1282,SYY,quarterly
2020-06-27,,,-736245000,34265000,-618419000,1589107000,1565655000,-34124000,-34124000,,-164269000,,,,-117826000,8866564000,8900688000,7300909000,-702121000,,-618419000,-618419000,1282,SYY,quarterly
2020-03-28,,,-28780000,31553000,-3297000,2208118000,2564240000,347465000,347465000,,-83854000,,,,-25483000,13698699000,13351234000,11134459000,-376245000,,-3297000,-3297000,1282,SYY,quarterly
2020-12-31,,,640000000,2843000000,454000000,384000000,1308000000,872000000,872000000,,-32000000,,,,135000000,1867000000,995000000,559000000,-232000000,,505000000,454000000,1312,SPGI,quarterly
2020-09-30,,,636000000,2567000000,455000000,323000000,1327000000,952000000,952000000,,-35000000,,,,138000000,1846000000,894000000,519000000,-316000000,,498000000,455000000,1312,SPGI,quarterly
2020-06-30,,,1075000000,2461000000,792000000,285000000,1450000000,1114000000,1114000000,,-40000000,,,,233000000,1943000000,829000000,493000000,-39000000,,842000000,792000000,1312,SPGI,quarterly
2020-03-31,,,877000000,2324000000,639000000,288000000,1265000000,928000000,928000000,,-34000000,,,,188000000,1786000000,858000000,521000000,-51000000,,689000000,639000000,1312,SPGI,quarterly
2020-12-31,,,1754000000,31000000,1442000000,2096000000,4462000000,0,1754000000,612000000,,,,,298000000,4462000000,2708000000,0,0,,1456000000,1387000000,1323,PNC,quarterly
2020-09-30,,,1698000000,34000000,1519000000,1974000000,4229000000,0,1698000000,557000000,,,,,166000000,4229000000,2531000000,0,0,,1532000000,1447000000,1323,PNC,quarterly
2020-06-30,,,-902000000,25000000,4870000000,1920000000,1613000000,0,-902000000,595000000,,,,,-158000000,1613000000,2515000000,0,0,5621000000.0,-744000000,4797000000,1323,PNC,quarterly
2020-03-31,,,879000000,27000000,908000000,1921000000,3422000000,0,879000000,622000000,,,,,120000000,3422000000,2543000000,0,0,156000000.0,759000000,840000000,1323,PNC,quarterly
2020-12-31,,,327371000,1513214000,173773000,304519000,848441000,382436000,382436000,,-59092000,,,,73368000,2905322000,2522886000,2056881000,-55065000,-19633000,254003000,173773000,1333,DVA,quarterly
2020-09-30,,,283332000,1482517000,158674000,363280000,952347000,432173000,432173000,,-72280000,,,,65792000,2924066000,2491893000,1971719000,-148841000,-19633000,217540000,158674000,1333,DVA,quarterly
2020-06-30,,,338084000,1421839000,201602000,281209000,895415000,456830000,456830000,,-79218000,,,,83212000,2879979000,2423149000,1984564000,-118746000,-19633000,254872000,201602000,1333,DVA,quarterly
2020-03-31,,,369475000,1413534000,239593000,263576000,865788000,447533000,447533000,,-86440000,,,,91560000,2841237000,2393704000,1975449000,-78058000,9980000,277915000,239593000,1333,DVA,quarterly
2020-12-31,,,61000000,192000000,35000000,455000000,960000000,296000000,296000000,,-94000000,,,,25000000,1672000000,1376000000,712000000,-235000000,,36000000,35000000,1350,NLSN,quarterly
2020-09-30,,,79000000,188000000,7000000,451000000,900000000,232000000,232000000,,-92000000,,,,69000000,1563000000,1331000000,663000000,-153000000,,10000000,7000000,1350,NLSN,quarterly
2020-06-30,,,-64000000,186000000,-30000000,451000000,832000000,157000000,157000000,,-91000000,,,,-38000000,1496000000,1339000000,664000000,-221000000,,-26000000,-30000000,1350,NLSN,quarterly
2020-03-31,,,-2000000,187000000,-18000000,515000000,838000000,109000000,109000000,,-94000000,,,,11000000,1559000000,1450000000,721000000,-111000000,,-13000000,-18000000,1350,NLSN,quarterly
2020-12-31,4899000000,,18337000000,,15463000000,6086000000,28882000000,17897000000,17897000000,,-568000000,,,,2874000000,43076000000,25179000000,14194000000,440000000,,15463000000,15463000000,1358,MSFT,quarterly
2020-09-30,4926000000,,16124000000,,13893000000,5350000000,26152000000,15876000000,15876000000,,-585000000,,,,2231000000,37154000000,21278000000,11002000000,248000000,,13893000000,13893000000,1358,MSFT,quarterly
2020-06-30,5214000000,,13422000000,,11202000000,7073000000,25694000000,13407000000,13407000000,,-684000000,,,,2220000000,38033000000,24626000000,12339000000,15000000,,11202000000,11202000000,1358,MSFT,quarterly
2020-03-31,4887000000,,12843000000,,10752000000,6184000000,24046000000,12975000000,12975000000,,-615000000,,,,2091000000,35021000000,22046000000,10975000000,-132000000,,10752000000,10752000000,1358,MSFT,quarterly
2020-12-31,,,-240000000,9000000,-235000000,44000000,899000000,262000000,262000000,593000000,-135000000,,,,-13000000,3237000000,2975000000,2338000000,-502000000,,-227000000,-235000000,1368,HAL,quarterly
2020-09-30,,,-1000000,3000000,-17000000,41000000,305000000,256000000,256000000,8000000,-133000000,,,,18000000,2975000000,2719000000,2670000000,-257000000,,-19000000,-17000000,1368,HAL,quarterly
2020-06-30,,,-2083000000,7000000,-1676000000,43000000,279000000,-418000000,-418000000,654000000,-131000000,,,,-402000000,3196000000,3614000000,2917000000,-1665000000,,-1681000000,-1676000000,1368,HAL,quarterly
2020-03-31,,,-896000000,13000000,-1017000000,54000000,556000000,477000000,477000000,25000000,-144000000,,,,119000000,5037000000,4560000000,4481000000,-1373000000,,-1015000000,-1017000000,1368,HAL,quarterly
2020-12-26,,,176381000,,135893000,643522000,995530000,293518000,293518000,,-8086000,,,,40488000,2878265000,2584747000,1882735000,-117137000,,135893000,135893000,1369,TSCO,quarterly
2020-09-26,,,244969000,,190610000,621129000,947957000,272177000,272177000,,-7208000,,,,54359000,2606572000,2334395000,1658615000,-27208000,,190610000,190610000,1369,TSCO,quarterly
2020-06-27,,,439308000,,338678000,601520000,1156813000,502746000,502746000,,-8438000,,,,100630000,3176327000,2673581000,2019514000,-63438000,,338678000,338678000,1369,TSCO,quarterly
2020-03-28,,,107489000,,83777000,497275000,661249000,112538000,112538000,,-5049000,,,,23712000,1959188000,1846650000,1297939000,-5049000,,83777000,83777000,1369,TSCO,quarterly
2020-12-31,,,304000000,206000000,224000000,442000000,741000000,229000000,229000000,,-99000000,,,,74000000,4087000000,3858000000,3346000000,75000000,,230000000,224000000,1370,FOX,quarterly
2020-09-30,,,1479000000,325000000,1106000000,388000000,1549000000,1093000000,1093000000,,-99000000,,,,362000000,2717000000,1624000000,1168000000,386000000,,1117000000,1106000000,1370,FOX,quarterly
2020-06-30,,,200000000,322000000,122000000,494000000,1231000000,643000000,643000000,,-100000000,,,,55000000,2418000000,1775000000,1187000000,-443000000,,145000000,122000000,1370,FOX,quarterly
2020-03-31,,,145000000,277000000,78000000,464000000,1379000000,858000000,858000000,,-89000000,,,,55000000,3440000000,2582000000,2061000000,-713000000,,90000000,78000000,1370,FOX,quarterly
2020-12-31,2642000000,,-1993000000,,-2094000000,2789000000,8867000000,3436000000,3436000000,,,,,,99000000,12514000000,9078000000,3647000000,-5429000000,,-2092000000,-2094000000,1381,MRK,quarterly
2020-09-30,2539000000,,3428000000,84000000.0,2941000000,2109000000,9108000000,4460000000,4460000000,,-203000000.0,,,,483000000,12551000000,8091000000,3443000000,-1032000000,,2945000000,2941000000,1381,MRK,quarterly
2020-06-30,2174000000,,3519000000,102000000.0,3002000000,2143000000,7738000000,3421000000,3421000000,,-209000000.0,,,,509000000,10872000000,7451000000,3134000000,98000000,,3010000000,3002000000,1381,MRK,quarterly
2020-03-31,2159000000,,3838000000,95000000.0,3219000000,2454000000,8813000000,4200000000,4200000000,,-212000000.0,,,,619000000,12057000000,7857000000,3244000000,-362000000,,3219000000,3219000000,1381,MRK,quarterly
2020-12-31,,,416000000,1919000000,271000000,809000000,1797000000,630000000,630000000,,-173000000,,,,98000000,2886000000,2256000000,1089000000,-214000000,,318000000,245000000,1401,DISCK,quarterly
2020-09-30,,,319000000,1953000000,300000000,633000000,1559000000,585000000,585000000,,-171000000,,,,-11000000,2561000000,1976000000,1002000000,-266000000,,330000000,265000000,1401,DISCK,quarterly
2020-06-30,,,456000000,1933000000,271000000,635000000,1737000000,768000000,768000000,,-172000000,,,,156000000,2541000000,1773000000,804000000,-312000000,,300000000,243000000,1401,DISCK,quarterly
2020-03-31,,,537000000,1934000000,377000000,645000000,1765000000,794000000,794000000,,-175000000,,,,130000000,2683000000,1889000000,918000000,-257000000,,407000000,338000000,1401,DISCK,quarterly
2020-12-31,,,-443284000,610469000,-443332000,302277000,34109000,-403672000,-403672000,,-64051000,,,,20542000,237383000,641055000,203274000,-39612000,,-463826000,-436197000,1411,LYV,quarterly
2020-09-30,,,-559362000,633441000,-528902000,437564000,53269000,-504233000,-504233000,,-66093000,,,,-16904000,184018000,688251000,130749000,-55129000,,-542458000,-521912000,1411,LYV,quarterly
2020-06-30,,,-639767000,675833000,-567517000,344268000,-120473000,-587508000,-587508000,,-52689000,,,,-29183000,74084000,661592000,194557000,-52259000,,-610584000,-565922000,1411,LYV,quarterly
2020-03-31,,,-214252000,815084000,-184784000,542946000,491873000,-163053000,-163053000,,-43999000,,,,-3330000,1365693000,1528746000,873820000,-51199000,,-210922000,-199324000,1411,LYV,quarterly
2020-12-31,,,243060000,59800000,247411000,236438000,610429000,205608000,205608000,,-105127000,,,,-3695000,1059653000,854045000,449224000,37452000,,246755000,247411000,1421,IRM,quarterly
2020-09-30,,,52496000,63553000,38394000,232095000,602142000,212795000,212795000,,-106779000,,,,13934000,1036647000,823852000,434505000,-160299000,,38562000,38394000,1421,IRM,quarterly
2020-06-30,,,2570000,63543000,-7086000,240310000,583194000,179034000,179034000,,-106023000,,,,9683000,982239000,803205000,399045000,-176464000,,-7113000,-7086000,1421,IRM,quarterly
2020-03-31,,,74579000,62323000,63975000,238733000,601810000,200493000,200493000,,-107097000,,,,9687000,1068731000,868238000,466921000,-125914000,,64892000,63975000,1421,IRM,quarterly
2020-12-31,,,399000000,75000000,312000000,1610000000,2107000000,0,437000000,60000000,,,,,87000000,2234000000,1797000000,127000000,-38000000,,312000000,311000000,1467,RJF,quarterly
2020-09-30,,,256000000,62000000,209000000,1523000000,1921000000,0,319000000,79000000,,,,,47000000,2047000000,1728000000,126000000,-63000000,,209000000,209000000,1467,RJF,quarterly
2020-06-30,,,198000000,50000000,172000000,1377000000,1649000000,0,217000000,55000000,,,,,26000000,1772000000,1555000000,123000000,-19000000,,172000000,172000000,1467,RJF,quarterly
2020-03-31,,,239000000,36000000,169000000,1542000000,1791000000,0,196000000,53000000,,,,,70000000,1916000000,1720000000,125000000,43000000,,169000000,169000000,1467,RJF,quarterly
2020-12-31,,,144600000,85600000,84400000,17400000,517700000,241900000,241900000,74900000,-92900000,,,,56800000,1211000000,969100000,693300000,-97300000,,87800000,70700000,1509,NI,quarterly
2020-09-30,,,-237800000,85600000,-172900000,-600000,402900000,152700000,152700000,70200000,-95200000,,,,-64900000,902500000,749800000,499600000,-390500000,,-172900000,-186700000,1509,NI,quarterly
2020-06-30,,,1200000,85600000,-4700000,-3100000,421200000,178600000,178600000,68200000,-97000000,,,,5900000,962700000,784100000,541500000,-177400000,,-4700000,-18500000,1509,NI,quarterly
2020-03-31,,,60700000,85600000,75600000,-2700000,698500000,431000000,431000000,85900000,-92900000,,,,-14900000,1605500000,1174500000,907000000,-370300000,,75600000,61800000,1509,NI,quarterly
2021-01-31,199000000,,195000000,,172000000,301000000,707000000,212000000,212000000,-5000000,-20000000,,,,23000000,1180000000,968000000,473000000,-17000000,,172000000,172000000,1512,KEYS,quarterly
2020-10-31,193000000,,266000000,,217000000,287000000,756000000,278000000,278000000,-2000000,-19000000,,,,49000000,1220000000,942000000,464000000,-12000000,,217000000,217000000,1512,KEYS,quarterly
2020-07-31,169000000,,185000000,,176000000,241000000,606000000,200000000,200000000,-4000000,-20000000,,,,9000000,1011000000,811000000,405000000,-15000000,,176000000,176000000,1512,KEYS,quarterly
2020-04-30,166000000,,108000000,,71000000,241000000,516000000,112000000,112000000,-3000000,-20000000,,,,37000000,895000000,783000000,379000000,-4000000,,71000000,71000000,1512,KEYS,quarterly
2021-01-01,125800000,,128300000,1700000,180300000,199800000,491000000,127800000,127800000,,-17900000,,,,-52400000,829700000,701900000,338700000,500000,,180700000,180300000,1543,TRMB,quarterly
2020-10-02,117900000,,96400000,1300000,84700000,191000000,463300000,114400000,114400000,,-19600000,,,,11600000,792100000,677700000,328800000,-18000000,,84800000,84700000,1543,TRMB,quarterly
2020-07-03,114000000,,90900000,1200000,63000000,172400000,429300000,103100000,103100000,,-19600000,,,,27700000,733600000,630500000,304300000,-12200000,,63200000,63000000,1543,TRMB,quarterly
2020-04-03,118200000,,79400000,1000000,61900000,204700000,466500000,103200000,103200000,,-20500000,,,,17500000,792300000,689100000,325800000,-23800000,,61900000,61900000,1543,TRMB,quarterly
2020-12-31,7022000000,,18689000000,,15227000000,8145000000,30818000000,15651000000,15651000000,,-53000000,,,,3462000000,56898000000,41247000000,26080000000,3038000000,,15227000000,15227000000,1547,GOOG,quarterly
2020-09-30,6856000000,,13359000000,,11247000000,6987000000,25056000000,11213000000,11213000000,,-48000000,,,,2112000000,46173000000,34960000000,21117000000,2146000000,,11247000000,11247000000,1547,GOOG,quarterly
2020-06-30,6875000000,,8277000000,,6959000000,6486000000,19744000000,6383000000,6383000000,,-13000000,,,,1318000000,38297000000,31914000000,18553000000,1894000000,,6959000000,6959000000,1547,GOOG,quarterly
2020-03-31,6820000000,,7757000000,,6836000000,7380000000,22177000000,7977000000,7977000000,,-21000000,,,,921000000,41159000000,33182000000,18982000000,-220000000,,6836000000,6836000000,1547,GOOG,quarterly
2020-12-31,,,2187000000,23000000,1792000000,-60000000,2241000000,2258000000,2258000000,43000000,-149000000,,,,395000000,17032000000,14774000000,14791000000,-71000000,,1792000000,1792000000,1557,LMT,quarterly
2020-09-27,,,2056000000,33000000,1698000000,-59000000,2136000000,2201000000,2201000000,-6000000,-145000000,,,,303000000,16495000000,14294000000,14359000000,-145000000,-55000000.0,1753000000,1698000000,1557,LMT,quarterly
2020-06-28,,,1962000000,35000000,1626000000,-62000000,2213000000,2266000000,2266000000,9000000,-149000000,,,,336000000,16220000000,13954000000,14007000000,-304000000,-55000000.0,1626000000,1626000000,1557,LMT,quarterly
2020-03-29,,,2030000000,41000000,1717000000,-60000000,2091000000,2152000000,2152000000,-1000000,-148000000,,,,313000000,15651000000,13499000000,13560000000,-122000000,-55000000.0,1717000000,1717000000,1557,LMT,quarterly
2020-12-31,75000000,,105000000,4000000,77000000,431000000,699000000,171000000,171000000,,-25000000,,,,28000000,1930000000,1759000000,1231000000,-66000000,,77000000,74000000,1568,XRX,quarterly
2020-09-30,76000000,,119000000,4000000,90000000,431000000,651000000,131000000,131000000,,-30000000,,,,29000000,1767000000,1636000000,1116000000,-12000000,,90000000,86000000,1568,XRX,quarterly
2020-06-30,76000000,,35000000,4000000,27000000,418000000,564000000,60000000,60000000,,-18000000,,,,8000000,1465000000,1405000000,901000000,-25000000,,27000000,24000000,1568,XRX,quarterly
2020-03-31,84000000,,-3000000,7000000,-2000000,542000000,712000000,75000000,75000000,,-21000000,,,,-1000000,1860000000,1785000000,1148000000,-78000000,,-2000000,-6000000,1568,XRX,quarterly
2020-12-31,,,94500000,41900000,74500000,366500000,637600000,169700000,169700000,,-36900000,,,,16800000,1118500000,948800000,480900000,-75200000,,77700000,74500000,1597,EFX,quarterly
2020-09-30,,,300400000,37800000,224200000,332000000,635100000,202400000,202400000,,-37400000,,,,75400000,1068300000,865900000,433200000,98000000,,225000000,224200000,1597,EFX,quarterly
2020-06-30,,,122700000,40200000,95900000,311900000,573500000,164800000,164800000,,-36600000,,,,26600000,982800000,818000000,409300000,-42100000,,96100000,95900000,1597,EFX,quarterly
2020-03-31,,,150500000,43300000,112600000,318000000,543800000,133900000,133900000,,-30700000,,,,36000000,957900000,824000000,414100000,16600000,,114500000,112600000,1597,EFX,quarterly
2020-12-31,,,-1108000000,,-755000000,84000000,-2182000000,-5557000000,-5557000000,2814000000,-365000000,,,,-353000000,3973000000,9530000000,6155000000,4449000000,,-755000000,-755000000,1633,DAL,quarterly
2020-09-30,,,-6859000000,,-5379000000,94000000,-1442000000,-1004000000,-1004000000,-1077000000,-291000000,,,,-1480000000,3062000000,4066000000,4504000000,-5855000000,,-5379000000,-5379000000,1633,DAL,quarterly
2020-06-30,,,-7014000000,,-5717000000,45000000,-2743000000,-2295000000,-2295000000,-1084000000,-194000000,,,,-1297000000,1468000000,3763000000,4211000000,-4719000000,,-5717000000,-5717000000,1633,DAL,quarterly
2020-03-31,,,-607000000,,-534000000,358000000,1205000000,-342000000,-342000000,511000000,-79000000,,,,-73000000,8592000000,8934000000,7387000000,-265000000,,-534000000,-534000000,1633,DAL,quarterly
2020-12-31,,,69400000,,56300000,169000000,248400000,79400000,79400000,,-12100000,,,,13100000,1054900000,975500000,806500000,-10000000,,56300000,56300000,1636,BR,quarterly
2020-09-30,,,73600000,,65800000,151700000,230300000,78600000,78600000,,-15000000,,,,7800000,1017400000,938800000,787100000,-5000000,,65800000,65800000,1636,BR,quarterly
2020-06-30,,,294700000,,229700000,178900000,477700000,298800000,298800000,,-16200000,,,,65000000,1361900000,1063100000,884200000,-4100000,,229700000,229700000,1636,BR,quarterly
2020-03-31,,,210400000,,166800000,151100000,377400000,226300000,226300000,,-16700000,,,,43600000,1249900000,1023600000,872500000,-15900000,,166800000,166800000,1636,BR,quarterly
2020-12-31,,,419700000,687000000,365100000,196300000,1549900000,855300000,855300000,17100000,-196100000,,,,58100000,2122500000,1267200000,572600000,-435600000,,361600000,365100000,1641,AMT,quarterly
2020-09-30,,,502200000,1012300000,464400000,176000000,1450300000,802700000,802700000,-2300000,-190900000,,,,39300000,2012900000,1210200000,562600000,-300500000,,462900000,464400000,1641,AMT,quarterly
2020-06-30,,,459500000,982300000,446100000,188600000,1373000000,733500000,733500000,-4000000,-197700000,,,,11100000,1913000000,1179500000,540000000,-274000000,,448400000,446100000,1641,AMT,quarterly
2020-03-31,,,439700000,971600000,415000000,217800000,1441100000,758500000,758500000,-7500000,-208800000,,,,21100000,1993100000,1234600000,552000000,-318800000,,418600000,415000000,1641,AMT,quarterly
2021-01-31,249300000,,171100000,,911300000,501700000,957300000,189100000,189100000,,-2800000,,,,-740200000,1039200000,850100000,81900000,-18000000,,911300000,911300000,1642,ADSK,quarterly
2020-10-31,223400000,,156100000,,132200000,463400000,876500000,172500000,172500000,,-14600000,,,,23900000,952400000,779900000,75900000,-16400000,,132200000,132200000,1642,ADSK,quarterly
